"filename", "language", "pip requirements", "Python", "Database", "Log", "comment", "blank", "total"
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_04_30 22_21_09.log", "Log", 0, 0, 0, 28, 0, 1, 29
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_04_30 22_51_06.log", "Log", 0, 0, 0, 48, 0, 3, 51
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_04_30 22_53_25.log", "Log", 0, 0, 0, 28, 0, 1, 29
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_04_30 22_55_21.log", "Log", 0, 0, 0, 28, 0, 1, 29
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_04_30 22_58_10.log", "Log", 0, 0, 0, 31, 0, 1, 32
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_04_30 22_58_58.log", "Log", 0, 0, 0, 34, 0, 1, 35
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_04_30 22_59_43.log", "Log", 0, 0, 0, 11, 0, 1, 12
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_04_30 22_59_47.log", "Log", 0, 0, 0, 28, 0, 1, 29
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_04_30 23_03_24.log", "Log", 0, 0, 0, 44, 0, 1, 45
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_04_30 23_06_11.log", "Log", 0, 0, 0, 32, 0, 1, 33
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_04_30 23_07_22.log", "Log", 0, 0, 0, 27, 0, 1, 28
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_04_30 23_13_38.log", "Log", 0, 0, 0, 20, 0, 1, 21
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_05_01 12_53_31.log", "Log", 0, 0, 0, 67, 0, 1, 68
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_05_01 12_59_43.log", "Log", 0, 0, 0, 20, 0, 1, 21
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_05_01 13_02_10.log", "Log", 0, 0, 0, 31, 0, 1, 32
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_05_01 13_07_56.log", "Log", 0, 0, 0, 22, 0, 1, 23
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_05_01 13_20_35.log", "Log", 0, 0, 0, 32, 0, 1, 33
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_05_01 13_22_31.log", "Log", 0, 0, 0, 13, 0, 1, 14
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_05_01 13_23_17.log", "Log", 0, 0, 0, 27, 0, 1, 28
"y:\研究生\跨越网关\代码\Gateway_System\logs\device\2023_05_01 13_31_09.log", "Log", 0, 0, 0, 22, 0, 1, 23
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 17_48_42.log", "Log", 0, 0, 0, 28, 0, 1, 29
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 17_49_36.log", "Log", 0, 0, 0, 1, 0, 1, 2
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 17_50_04.log", "Log", 0, 0, 0, 1, 0, 1, 2
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 17_50_54.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 17_54_09.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 17_57_37.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 17_59_36.log", "Log", 0, 0, 0, 31, 0, 1, 32
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 18_00_15.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 18_00_43.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 18_03_39.log", "Log", 0, 0, 0, 41, 0, 1, 42
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 18_12_50.log", "Log", 0, 0, 0, 1, 0, 1, 2
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 18_14_07.log", "Log", 0, 0, 0, 32, 0, 1, 33
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 18_20_06.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 18_21_14.log", "Log", 0, 0, 0, 71, 0, 1, 72
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 18_22_42.log", "Log", 0, 0, 0, 35, 0, 1, 36
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 18_26_53.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 18_28_56.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 18_34_52.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 20_14_23.log", "Log", 0, 0, 0, 6, 0, 1, 7
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 20_19_52.log", "Log", 0, 0, 0, 30, 0, 1, 31
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 20_23_09.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 20_24_45.log", "Log", 0, 0, 0, 53, 0, 1, 54
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 20_35_01.log", "Log", 0, 0, 0, 35, 0, 1, 36
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 21_06_43.log", "Log", 0, 0, 0, 50, 0, 1, 51
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 21_10_35.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 21_14_41.log", "Log", 0, 0, 0, 59, 0, 1, 60
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 21_20_02.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 21_26_02.log", "Log", 0, 0, 0, 14, 0, 1, 15
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 21_27_07.log", "Log", 0, 0, 0, 11, 0, 1, 12
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 21_28_43.log", "Log", 0, 0, 0, 11, 0, 1, 12
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 21_29_30.log", "Log", 0, 0, 0, 12, 0, 1, 13
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 21_31_00.log", "Log", 0, 0, 0, 12, 0, 1, 13
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 21_32_14.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 21_32_41.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 21_36_31.log", "Log", 0, 0, 0, 31, 0, 1, 32
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 21_37_14.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 22_16_20.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 22_17_01.log", "Log", 0, 0, 0, 10, 0, 1, 11
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 22_18_32.log", "Log", 0, 0, 0, 1, 0, 1, 2
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 22_21_09.log", "Log", 0, 0, 0, 9, 0, 1, 10
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 22_51_06.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 22_53_25.log", "Log", 0, 0, 0, 8, 0, 1, 9
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 22_55_21.log", "Log", 0, 0, 0, 8, 0, 1, 9
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 22_58_10.log", "Log", 0, 0, 0, 1, 0, 1, 2
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 22_58_57.log", "Log", 0, 0, 0, 1, 0, 1, 2
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 22_59_42.log", "Log", 0, 0, 0, 1, 0, 1, 2
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 22_59_47.log", "Log", 0, 0, 0, 1, 0, 1, 2
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 23_03_24.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 23_06_11.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 23_07_22.log", "Log", 0, 0, 0, 6, 0, 1, 7
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_04_30 23_13_38.log", "Log", 0, 0, 0, 9, 0, 1, 10
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_05_01 12_53_31.log", "Log", 0, 0, 0, 40, 0, 1, 41
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_05_01 12_59_43.log", "Log", 0, 0, 0, 1, 0, 1, 2
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_05_01 13_02_10.log", "Log", 0, 0, 0, 1, 0, 1, 2
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_05_01 13_07_56.log", "Log", 0, 0, 0, 29, 0, 1, 30
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_05_01 13_20_35.log", "Log", 0, 0, 0, 1, 0, 1, 2
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_05_01 13_22_31.log", "Log", 0, 0, 0, 1, 0, 1, 2
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_05_01 13_23_17.log", "Log", 0, 0, 0, 22, 0, 1, 23
"y:\研究生\跨越网关\代码\Gateway_System\logs\web\2023_05_01 13_31_09.log", "Log", 0, 0, 0, 22, 0, 1, 23
"y:\研究生\跨越网关\代码\Gateway_System\main.py", "Python", 0, 17, 0, 0, 3, 2, 22
"y:\研究生\跨越网关\代码\Gateway_System\pika_trans.py", "Python", 0, -10, 0, 0, -9, -2, -21
"y:\研究生\跨越网关\代码\Gateway_System\requirements.txt", "pip requirements", 2, 0, 0, 0, 0, 0, 2
"y:\研究生\跨越网关\代码\Gateway_System\test.py", "Python", 0, -13, 0, 0, -4, -5, -22
